Date,Code,Name,ForeignNet,TrustNet,DealerNet,Total
2026-08-07,2439,美律,-414241,1374,-14018,-426885
2026-08-07,2440,太空梭,31922,0,6000,37922
2026-08-07,2441,超豐,-841019,140000,-55015,-756034
2026-08-07,2442,新美齊,872000,0,91000,963000
2026-08-07,2444,兆勁,3000,0,0,3000
2026-08-07,2449,京元電子,-3166540,7000,3287,-3156253
2026-08-07,2450,神腦,-6000,0,-3000,-9000
2026-08-07,2451,創見,3001646,-4000,-80637,2917009
2026-08-07,2453,凌群,26000,0,12000,38000
2026-08-07,2454,聯發科,71648,-128000,-16329,-72681
2026-08-07,2455,全新,-1947821,4000,65925,-1877896
2026-08-07,2457,飛宏,-213337,0,11226,-202111
2026-08-07,2458,義隆,-2004340,-554227,-49664,-2608231
2026-08-07,2459,敦吉,34000,0,16000,50000
2026-08-07,2460,建通,-4000,0,0,-4000
2026-08-07,2461,光群雷,252590,0,-7000,245590
2026-08-07,2462,良得電,-10000,0,16,-9984
2026-08-07,2464,盟立,-463183,0,26621,-436562
2026-08-07,2465,麗臺,138624,0,1000,139624
2026-08-07,2466,冠西電,-233641,0,2000,-231641
2026-08-07,2467,志聖,-108371,0,-4529,-112900
2026-08-07,2468,華經,-26000,0,10000,-16000
2026-08-07,2471,資通,23042,0,0,23042
2026-08-07,2472,立隆電,-142464,-2000,-23436,-167900
2026-08-07,2474,可成,-3467,31567,115749,143849
2026-08-07,2476,鉅祥,-161863,0,-47302,-209165
2026-08-07,2477,美隆電,116000,0,2000,118000
2026-08-07,2478,大毅,-417822,0,897,-416925
2026-08-07,2480,敦陽科,189261,-217,-5000,184044
2026-08-07,2481,強茂,-1845196,0,-117892,-1963088
2026-08-07,2482,連宇,-980,0,-812,-1792
2026-08-07,2483,百容,-358000,0,5000,-353000
2026-08-07,2484,希華,-1500716,0,-30725,-1531441
2026-08-07,2485,兆赫,-635905,0,-34984,-670889
2026-08-07,2486,一詮,-388887,0,-10144,-399031
2026-08-07,2488,漢平,20000,0,13000,33000
2026-08-07,2489,瑞軒,-1154835,15000,30549,-1109286
2026-08-07,2491,吉祥全,-359000,0,-4113,-363113
2026-08-07,2492,華新科,-960566,-45000,19703,-985863
2026-08-07,2493,揚博,-34911,5000,25895,-4016
2026-08-07,2495,普安,-854000,15000,6677,-832323
2026-08-07,2496,卓越,-3000,0,0,-3000
2026-08-07,2497,怡利電,-155581,0,-46076,-201657
2026-08-07,2498,宏達電,-696776,0,23628,-673148
2026-08-07,2501,國建,-116000,0,4712,-111288
2026-08-07,2504,國產,2493149,0,69829,2562978
2026-08-07,2505,國揚,139160,0,7000,146160
2026-08-07,2506,太設,15000,0,0,15000
2026-08-07,2509,全坤建,1000,0,0,1000
2026-08-07,2511,太子,-92200,0,11000,-81200
2026-08-07,2514,龍邦,32000,0,2851,34851
2026-08-07,2515,中工,1758701,0,54000,1812701
2026-08-07,2516,新建,19000,0,0,19000
2026-08-07,2520,冠德,296113,0,43930,340043
2026-08-07,2524,京城,16000,0,0,16000
2026-08-07,2527,宏璟,150160,0,-74,150086
2026-08-07,2528,皇普,147000,0,-41000,106000
2026-08-07,2530,華建,196000,0,5000,201000
2026-08-07,2534,宏盛,93000,0,-25000,68000
2026-08-07,2535,達欣工,-212000,0,1000,-211000
2026-08-07,2536,宏普,471000,0,63068,534068
2026-08-07,2537,聯上發,417000,0,58066,475066
2026-08-07,2538,基泰,-8000,0,1000,-7000
2026-08-07,2539,櫻花建,306000,0,-24000,282000
2026-08-07,2540,愛山林,-356000,0,17000,-339000
2026-08-07,2542,興富發,119000,509000,47709,675709
2026-08-07,2543,皇昌,408650,0,1374,410024
2026-08-07,2545,皇翔,94177,0,-14,94163
2026-08-07,2546,根基,-149001,0,406,-148595
2026-08-07,2547,日勝生,2504457,0,66000,2570457
2026-08-07,2548,華固,-1151199,-35000,24363,-1161836
2026-08-07,2597,潤弘,69937,0,3629,73566
2026-08-07,2601,益航,-206572,0,0,-206572
2026-08-07,2603,長榮,2472468,1183000,-71406,3584062
2026-08-07,2605,新興,813453,0,245280,1058733
2026-08-07,2606,裕民,5583726,-14000,291258,5860984
2026-08-07,2607,榮運,83000,0,4000,87000
2026-08-07,2608,嘉里大榮,-17830,0,6000,-11830
2026-08-07,2609,陽明,168703,55000,53374,277077
2026-08-07,2610,華航,6171434,6997000,237000,13405434
2026-08-07,2611,志信,175000,0,-2000,173000
2026-08-07,2612,中航,222000,0,-1000,221000
2026-08-07,2613,中櫃,24000,0,0,24000
2026-08-07,2614,東森,179774,0,0,179774
2026-08-07,2615,萬海,801228,0,121845,923073
2026-08-07,2616,山隆,46000,0,576,46576
2026-08-07,2617,台航,-407000,0,2936,-404064
2026-08-07,2618,長榮航,22000373,127000,496096,22623469
2026-08-07,2630,亞航,8010,0,-55015,-47005
2026-08-07,2633,台灣高鐵,-160293,487000,-142247,184460
2026-08-07,2634,漢翔,-29145,-2000,37970,6825
2026-08-07,2636,台驊控股,99008,0,3000,102008
2026-08-07,2637,慧洋-KY,2268589,-82000,40650,2227239
2026-08-07,2642,宅配通,-5000,0,0,-5000
2026-08-07,2645,長榮航太,42141,-145000,-2652,-105511
2026-08-07,2646,星宇航空,804100,0,9472,813572
2026-08-07,2701,萬企,-6000,0,9000,3000
2026-08-07,2702,華園,4000,0,10000,14000
2026-08-07,2704,國賓,-11000,0,0,-11000
2026-08-07,2705,六福,10001,0,10000,20001
2026-08-07,2706,第一店,-12000,0,0,-12000
2026-08-07,2707,晶華,66190,0,11000,77190
2026-08-07,2722,夏都,-3000,0,3000,0
2026-08-07,2723,美食-KY,54000,0,2850,56850
2026-08-07,2727,王品,1143089,0,15403,1158492
2026-08-07,2731,雄獅,-144000,0,-5156,-149156
2026-08-07,2739,寒舍,13000,0,0,13000
2026-08-07,2748,雲品,3000,0,2000,5000
2026-08-07,2753,八方雲集,125134,-1000,2000,126134
2026-08-07,2762,世界健身-KY,-1000,0,0,-1000
2026-08-07,2801,彰銀,-2165314,-332000,29814,-2467500
2026-08-07,2812,台中銀,865075,0,92000,957075
2026-08-07,2816,旺旺保,23000,0,36000,59000
2026-08-07,2820,華票,203000,0,178000,381000
2026-08-07,2832,台產,50000,0,11000,61000
2026-08-07,2834,臺企銀,-10896660,0,-41379,-10938039
2026-08-07,2836,高雄銀,-233000,0,110000,-123000
2026-08-07,2838,聯邦銀,382920,0,-30608,352312
2026-08-07,2845,遠東銀,1301347,0,51000,1352347
2026-08-07,2849,安泰銀,62000,0,2000,64000
2026-08-07,2850,新產,158191,0,-4001,154190
2026-08-07,2851,中再保,217020,0,28378,245398
2026-08-07,2852,第一保,179000,0,44000,223000
2026-08-07,2855,統一證,-1585476,579000,0,-1006476
2026-08-07,2867,三商壽,6380713,0,361000,6741713
2026-08-07,2880,華南金,-10745773,6911000,40790,-3793983
2026-08-07,2881,富邦金,3370012,-140000,15799,3245811
2026-08-07,2882,國泰金,4316898,-2000,60866,4375764
2026-08-07,2883,凱基金,-3621640,3985000,151432,514792
2026-08-07,2884,玉山金,267117,1166000,-59213,1373904
2026-08-07,2885,元大金,2635069,351000,-25364,2960705
2026-08-07,2886,兆豐金,-9246612,2849000,576133,-5821479
2026-08-07,2887,台新新光金,14196618,55000,232392,14484010
2026-08-07,2889,國票金,474000,0,74022,548022
2026-08-07,2890,永豐金,2427705,33000,15985,2476690
2026-08-07,2891,中信金,6209635,-181000,93719,6122354
2026-08-07,2892,第一金,-12690979,1291000,-270062,-11670041
2026-08-07,2897,王道銀行,1209000,0,5000,1214000
2026-08-07,2903,遠百,435365,0,132000,567365
2026-08-07,2904,匯僑,0,0,0,0
2026-08-07,2905,三商,256000,0,3000,259000
2026-08-07,2906,高林,38000,0,-2000,36000
2026-08-07,2908,特力,-29000,0,0,-29000
2026-08-07,2910,統領,7000,0,1000,8000
2026-08-07,2911,麗嬰房,5000,0,0,5000
2026-08-07,2912,統一超,889964,-352000,5824,543788
2026-08-07,2913,農林,1222000,0,50000,1272000
2026-08-07,2915,潤泰全,629793,0,-2924,626869
2026-08-07,2923,鼎固-KY,6951,0,-8000,-1049
2026-08-07,2929,淘帝-KY,14000,0,7000,21000
2026-08-07,2939,永邑-KY,-2000,0,-1000,-3000
2026-08-07,2945,三商家購,-2000,0,0,-2000
2026-08-07,3002,歐格,-30000,0,-325,-30325
2026-08-07,3003,健和興,210000,0,5286,215286
2026-08-07,3004,豐達科,47463,0,-1078,46385
2026-08-07,3005,神基,395553,-10820,-31052,353681
2026-08-07,3006,晶豪科,1792250,15000,21835,1829085
2026-08-07,3008,大立光,-219802,28000,15566,-176236
2026-08-07,3010,華立,-287000,943,20470,-265587
2026-08-07,3011,今皓,-207000,0,-1000,-208000
2026-08-07,3013,晟銘電,-227639,0,-5326,-232965
2026-08-07,3014,聯陽,-2247300,-14113,27087,-2234326
2026-08-07,3015,全漢,-291009,11018,2976,-277015
2026-08-07,3016,嘉晶,-905783,0,16706,-889077
2026-08-07,3017,奇鋐,-239960,527200,-43735,243505
2026-08-07,3018,隆銘綠能,-4000,0,0,-4000
2026-08-07,3019,亞光,36814,0,-99419,-62605
2026-08-07,3021,鴻名,-12000,0,5000,-7000
2026-08-07,3022,威強電,1184557,1432,124242,1310231
2026-08-07,3023,信邦,-790000,300000,19843,-470157
2026-08-07,3024,憶聲,-49102,0,0,-49102
2026-08-07,3025,星通,-106000,0,-253,-106253
2026-08-07,3026,禾伸堂,-87005,-145000,111703,-120302
2026-08-07,3027,盛達,65000,0,2000,67000
2026-08-07,3028,增你強,-2169000,1600,-96127,-2263527
2026-08-07,3029,零壹,261289,-820,-1519,258950
2026-08-07,3030,德律,-243900,0,-9474,-253374
2026-08-07,3031,佰鴻,-6654,0,2000,-4654
2026-08-07,3032,偉訓,-161091,0,-7055,-168146
2026-08-07,3033,威健,-1073000,1442,-74761,-1146319
2026-08-07,3034,聯詠,370833,-16000,-27995,326838
2026-08-07,3035,智原,505515,-10000,-60626,434889
2026-08-07,3036,文曄,-8652782,1159000,-186764,-7680546
2026-08-07,3037,欣興,-790555,74000,-47709,-764264
2026-08-07,3038,全台,-24000,0,2000,-22000
2026-08-07,3040,遠見,-20000,0,0,-20000
2026-08-07,3041,揚智,41610,0,0,41610
2026-08-07,3042,晶技,-1020862,-5000,-431409,-1457271
2026-08-07,3043,科風,2000,0,1000,3000
2026-08-07,3044,健鼎,-329076,161000,29451,-138625
2026-08-07,3045,台灣大,1724407,105063,8989,1838459
2026-08-07,3046,建碁,308839,0,900,309739
2026-08-07,3047,訊舟,-15000,0,204,-14796
2026-08-07,3048,益登,-1638000,0,28463,-1609537
2026-08-07,3049,精金,97083,0,1000,98083
2026-08-07,3050,鈺德,43000,0,2000,45000
2026-08-07,3051,力特,30000,0,7000,37000
2026-08-07,3052,夆典,-21000,0,0,-21000
2026-08-07,3054,立萬利,-11000,0,-4000,-15000
2026-08-07,3055,蔚華科,-88000,0,-1000,-89000
2026-08-07,3056,富華新,315820,0,1000,316820
2026-08-07,3057,喬鼎,-40000,0,0,-40000
2026-08-07,3058,立德,63000,0,2000,65000
2026-08-07,3059,華晶科,15000,0,-5241,9759
2026-08-07,3060,銘異,1608,0,913,2521
2026-08-07,3062,建漢,54000,0,1242,55242
2026-08-07,3090,日電貿,-2102426,0,-51137,-2153563
2026-08-07,3092,鴻碩,-8000,0,900,-7100
2026-08-07,3094,聯傑,33050,0,1000,34050
2026-08-07,3130,一零四,-16000,0,-4000,-20000
2026-08-07,3135,凌航,-433099,0,-8068,-441167
2026-08-07,3138,耀登,-5675,0,-1363,-7038
2026-08-07,3149,正達,-647840,0,79,-647761
2026-08-07,3150,鈺寶-創,-1000,0,-6054,-7054
2026-08-07,3164,景岳,5000,0,0,5000
2026-08-07,3167,大量,65672,0,-30324,35348
2026-08-07,3168,眾福科,0,0,0,0
2026-08-07,3189,景碩,-1660821,-142000,-198742,-2001563
2026-08-07,3209,全科,-252563,0,5982,-246581
2026-08-07,3229,晟鈦,168000,0,3000,171000
2026-08-07,3231,緯創,17158210,-10276000,861453,7743663
2026-08-07,3257,虹冠電,-61110,0,1000,-60110
2026-08-07,3266,昇陽,6000,0,1000,7000
2026-08-07,3296,勝德,-1000,0,1000,0
2026-08-07,3305,昇貿,-261738,0,22015,-239723
2026-08-07,3308,聯德,0,0,-1107,-1107
2026-08-07,3311,閎暉,11000,0,0,11000
2026-08-07,3312,弘憶股,-162025,0,9320,-152705
2026-08-07,3321,同泰,-128000,0,-2320,-130320
2026-08-07,3338,泰碩,-117030,0,2000,-115030
2026-08-07,3346,麗清,14000,0,0,14000
2026-08-07,3356,奇偶,-6000,0,11722,5722
2026-08-07,3376,新日興,130684,0,-38633,92051
2026-08-07,3380,明泰,-328913,0,-4851,-333764
2026-08-07,3406,玉晶光,14669,-2000,-140549,-127880
2026-08-07,3413,京鼎,-386583,-15000,-80671,-482254
2026-08-07,3416,融程電,771715,0,-4428,767287
2026-08-07,3419,譁裕,-11000,0,0,-11000
2026-08-07,3432,台端,-1000,0,0,-1000
2026-08-07,3437,榮創,23000,0,1000,24000
2026-08-07,3443,創意,19022,100700,-17094,102628
2026-08-07,3447,展達,-42000,0,-1000,-43000
2026-08-07,3450,聯鈞,1266692,340000,53410,1660102
2026-08-07,3481,群創,-51201712,0,-2717673,-53919385
2026-08-07,3494,誠研,18000,0,-10000,8000
2026-08-07,3501,維熹,-2000,0,0,-2000
2026-08-07,3504,揚明光,-290948,0,2365,-288583
2026-08-07,3515,華擎,-302541,494,-3791,-305838
2026-08-07,3518,柏騰,29000,0,12380,41380
2026-08-07,3528,安馳,-80000,0,-273,-80273
2026-08-07,3530,晶相光,1991,0,982,2973
2026-08-07,3532,台勝科,79537,0,-15059,64478
2026-08-07,3533,嘉澤,-48679,17000,-21012,-52691
2026-08-07,3535,晶彩科,-158950,0,-1328,-160278
2026-08-07,3543,州巧,166251,0,-2147,164104
2026-08-07,3545,敦泰,-3000,-5000,3343,-4657
2026-08-07,3550,聯穎,-104946,0,8337,-96609
2026-08-07,3557,嘉威,-8000,0,14000,6000
2026-08-07,3563,牧德,-128804,0,-39831,-168635
2026-08-07,3576,聯合再生,-916600,0,-30000,-946600
2026-08-07,3583,辛耘,-355010,70000,-35219,-320229
2026-08-07,3588,通嘉,37960,0,160,38120
2026-08-07,3591,艾笛森,-185083,0,2648,-182435
2026-08-07,3592,瑞鼎,114321,-12000,2011,104332
2026-08-07,3593,力銘,2000,0,0,2000
2026-08-07,3596,智易,-603097,671,-3218,-605644
2026-08-07,3605,宏致,1821650,0,-94307,1727343
2026-08-07,3607,谷崧,26000,0,-1000,25000
2026-08-07,3617,碩天,167964,635,-23219,145380
2026-08-07,3622,洋華,61120,2169,5433,68722
2026-08-07,3645,達邁,-60929,0,20749,-40180
2026-08-07,3652,精聯,-75000,0,-1000,-76000
2026-08-07,3653,健策,-14805,59000,1182,45377
2026-08-07,3661,世芯-KY,-40023,-13000,22776,-30247
2026-08-07,3665,貿聯-KY,-408108,-672000,-45023,-1125131
2026-08-07,3669,圓展,28000,0,0,28000
2026-08-07,3673,TPK-KY,-740135,0,22428,-717707
2026-08-07,3679,新至陞,-1070,0,1000,-70
2026-08-07,3686,達能,7000,0,-1000,6000
2026-08-07,3694,海華,-137300,0,4495,-132805
2026-08-07,3701,大眾控,-980000,0,-3626,-983626
2026-08-07,3702,大聯大,-981245,1097127,-548388,-432506
2026-08-07,3703,欣陸,289000,0,126000,415000
2026-08-07,3704,合勤控,-1094773,0,13114,-1081659
2026-08-07,3705,永信,9000,0,0,9000
2026-08-07,3706,神達,-1837275,-171000,-85271,-2093546
2026-08-07,3708,上緯投控,12000,0,8837,20837
2026-08-07,3711,日月光投控,-3053732,557000,-273934,-2770666
2026-08-07,3712,永崴投控,137000,0,4000,141000
2026-08-07,3714,富采,-481834,0,414865,-66969
2026-08-07,3715,定穎投控,289342,0,-87925,201417
2026-08-07,3716,中化控股,406000,0,-1000,405000
2026-08-07,3717,聯嘉投控,-156374,0,-216586,-372960
2026-08-07,4104,佳醫,22056,0,0,22056
2026-08-07,4106,雃博,124000,0,-12000,112000
2026-08-07,4108,懷特,0,0,-1000,-1000
2026-08-07,4119,旭富,152309,0,-5000,147309
2026-08-07,4133,亞諾法,10000,0,0,10000
2026-08-07,4137,麗豐-KY,24000,0,10000,34000
2026-08-07,4142,國光生,1706130,0,12273,1718403
2026-08-07,4148,全宇生技-KY,11000,0,0,11000
2026-08-07,4155,訊映,44000,0,-1000,43000
2026-08-07,4164,承業醫,33050,0,4785,37835
2026-08-07,4169,泰宗,1000,0,0,1000
2026-08-07,4178,永笙-KY,-33000,0,-2000,-35000
2026-08-07,4190,佐登-KY,0,0,0,0
2026-08-07,4195,基米-創,-33000,0,5000,-28000
2026-08-07,4306,炎洲,-40000,0,99000,59000
2026-08-07,4414,如興,-15000,0,0,-15000
2026-08-07,4426,利勤,11000,0,-1000,10000
2026-08-07,4438,廣越,-42000,0,870,-41130
2026-08-07,4439,冠星-KY,0,0,2000,2000
2026-08-07,4440,宜新實業,-2000,0,0,-2000
2026-08-07,4441,振大環球,-38000,0,0,-38000
2026-08-07,4526,東台,-257900,0,-898,-258798
2026-08-07,4532,瑞智,-93000,-1000,32000,-62000
2026-08-07,4536,拓凱,98119,0,12000,110119
2026-08-07,4540,全球傳動,66016,0,6405,72421
2026-08-07,4545,銘鈺,-4000,0,0,-4000
2026-08-07,4551,智伸科,-426758,189000,-3611,-241369
2026-08-07,4552,力達-KY,43000,0,15000,58000
2026-08-07,4555,氣立,-301000,0,5325,-295675
2026-08-07,4557,永新-KY,-4000,0,9000,5000
2026-08-07,4560,強信-KY,17000,0,6000,23000
2026-08-07,4562,穎漢,-219000,0,1205,-217795
2026-08-07,4564,元翎,-101667,0,3186,-98481
2026-08-07,4566,時碩工業,1801000,0,17282,1818282
2026-08-07,4569,六方科-KY,-3000,0,-143,-3143
2026-08-07,4571,鈞興-KY,28171,0,-9926,18245
2026-08-07,4572,駐龍,2000,0,5000,7000
2026-08-07,4576,大銀微系統,-1308000,0,13319,-1294681
2026-08-07,4581,光隆精密-KY,20,0,0,20
2026-08-07,4582,聚恆-創,27000,0,2935,29935
2026-08-07,4583,台灣精銳,-37000,0,-499,-37499
2026-08-07,4585,達明,121931,0,2970,124901
2026-08-07,4588,玖鼎電力,-1000,0,5000,4000
2026-08-07,4590,富田-創,62000,0,-8486,53514
2026-08-07,4720,德淵,-84000,0,69,-83931
2026-08-07,4722,國精化,97093,0,-24884,72209
2026-08-07,4736,泰博,44786,0,0,44786
2026-08-07,4737,華廣,19000,0,0,19000
2026-08-07,4739,康普,24988,0,36909,61897
2026-08-07,4746,台耀,652121,0,1502,653623
2026-08-07,4755,三福化,-31000,10000,-2000,-23000
2026-08-07,4763,材料*-KY,3285176,0,52200,3337376
2026-08-07,4764,雙鍵,-134950,-528000,-8118,-671068
2026-08-07,4766,南寶,154985,0,3443,158428
2026-08-07,4770,上品,66000,0,1831,67831
2026-08-07,4771,望隼,260924,0,2903,263827
2026-08-07,4807,日成-KY,-2000,0,11000,9000
2026-08-07,4904,遠傳,944453,763000,40338,1747791
2026-08-07,4906,正文,-1400920,0,-9215,-1410135
2026-08-07,4912,聯德控股-KY,-41000,0,3000,-38000
2026-08-07,4915,致伸,-2555600,8000,-21555,-2569155
2026-08-07,4916,事欣科,-353190,0,8639,-344551
2026-08-07,4919,新唐,219614,-44000,-71176,104438
2026-08-07,4927,泰鼎-KY,-2537800,0,-34814,-2572614
2026-08-07,4930,燦星網,-1000,0,0,-1000
2026-08-07,4934,太極,-124000,0,0,-124000
2026-08-07,4935,茂林-KY,-1000,0,2000,1000
2026-08-07,4938,和碩,178341,714308,-274306,618343
2026-08-07,4942,嘉彰,-19000,0,12000,-7000
2026-08-07,4949,有成精密,-33000,0,5000,-28000
2026-08-07,4952,凌通,184000,0,2196,186196
2026-08-07,4956,光鋐,-321648,0,106,-321542
2026-08-07,4958,臻鼎-KY,-5465780,119000,132327,-5214453
2026-08-07,4960,誠美材,-52983,0,2112,-50871
2026-08-07,4961,天鈺,838672,-10000,19034,847706
2026-08-07,4967,十銓,1198506,0,-72236,1126270
2026-08-07,4968,立積,-40725,-20000,-19661,-80386
2026-08-07,4976,佳凌,-434087,0,2017,-432070
2026-08-07,4977,眾達-KY,-215678,0,-12291,-227969
2026-08-07,4989,榮科,-593407,0,41365,-552042
2026-08-07,4994,傳奇,1000,0,0,1000
2026-08-07,4999,鑫禾,2000,0,-623,1377
2026-08-07,5007,三星,-1000,0,-3000,-4000
2026-08-07,5203,訊連,-17000,0,0,-17000
2026-08-07,5215,科嘉-KY,-40000,0,-1000,-41000
2026-08-07,5222,全訊,70000,-20000,943,50943
2026-08-07,5225,東科-KY,-23000,0,-605,-23605
2026-08-07,5234,達興材料,-18359,0,-2789,-21148
2026-08-07,5236,凌陽創新,-26000,-20000,-2326,-48326
2026-08-07,5243,乙盛-KY,-327471,0,48270,-279201
2026-08-07,5244,弘凱,-22000,0,0,-22000
2026-08-07,5258,虹堡,12000,0,3000,15000
2026-08-07,5269,祥碩,33816,-9000,-170,24646
2026-08-07,5283,禾聯碩,1000,0,0,1000
2026-08-07,5284,jpp-KY,98507,0,-7921,90586
2026-08-07,5285,界霖,-93684,0,598,-93086
2026-08-07,5288,豐祥-KY,145000,15000,2497,162497
2026-08-07,5292,華懋,-31900,0,5995,-25905
2026-08-07,5306,桂盟,53000,0,-3000,50000
2026-08-07,5388,中磊,45386,1467,220341,267194
2026-08-07,5434,崇越,13389,-243000,13120,-216491
2026-08-07,5469,瀚宇博,12000,0,21000,33000
2026-08-07,5471,松翰,42862,0,1204,44066
2026-08-07,5484,慧友,87000,0,16760,103760
2026-08-07,5515,建國,55193,0,22000,77193
2026-08-07,5519,隆大,66000,0,4000,70000
2026-08-07,5521,工信,181000,0,6000,187000
2026-08-07,5522,遠雄,1935000,7000,37000,1979000
2026-08-07,5525,順天,16000,0,1000,17000
2026-08-07,5531,鄉林,21000,0,0,21000
2026-08-07,5533,皇鼎,73000,0,-12000,61000
2026-08-07,5534,長虹,87200,0,4256,91456
2026-08-07,5538,東明-KY,96000,0,0,96000
2026-08-07,5546,永固-KY,-6000,0,0,-6000
2026-08-07,5607,遠雄港,50044,0,4000,54044
2026-08-07,5608,四維航,-68428,0,0,-68428
2026-08-07,5706,鳳凰,51000,0,7000,58000
2026-08-07,5871,中租-KY,-281175,-13000,20682,-273493
2026-08-07,5876,上海商銀,331631,320000,47917,699548
2026-08-07,5880,合庫金,3220840,0,27000,3247840
2026-08-07,5907,大洋-KY,0,0,0,0
2026-08-07,6005,群益證,-7746913,-11000,0,-7757913
2026-08-07,6024,群益期,107982,0,0,107982
2026-08-07,6108,競國,56200,0,-4000,52200
2026-08-07,6112,邁達特,626098,0,10183,636281
2026-08-07,6115,鎰勝,101000,0,25000,126000
2026-08-07,6116,彩晶,-7842105,0,284814,-7557291
2026-08-07,6117,迎廣,31000,0,9000,40000
2026-08-07,6120,達運,101807,35000,27525,164332
2026-08-07,6128,上福,11000,0,-4000,7000
2026-08-07,6133,金橋,-36000,0,0,-36000
2026-08-07,6136,富爾特,-5000,0,2000,-3000
2026-08-07,6139,亞翔,-1029519,-29000,-22968,-1081487
2026-08-07,6141,柏承,-224070,0,4181,-219889
2026-08-07,6142,友勁,38000,0,2000,40000
2026-08-07,6152,百一,-7000,0,2997,-4003
2026-08-07,6153,嘉聯益,-296467,0,11857,-284610
2026-08-07,6155,鈞寶,-44000,0,-31,-44031
2026-08-07,6164,華興,-220000,0,42000,-178000
2026-08-07,6165,浪凡,205000,0,0,205000
2026-08-07,6166,凌華,-479872,0,-5268,-485140
2026-08-07,6168,宏齊,-147000,0,2062,-144938
2026-08-07,6176,瑞儀,-1197361,1356,-29376,-1225381
2026-08-07,6177,達麗,1134020,0,140000,1274020
2026-08-07,6183,關貿,-8000,0,10000,2000
2026-08-07,6184,大豐電,8000,0,0,8000
2026-08-07,6189,豐藝,138597,228,2447,141272
2026-08-07,6191,精成科,-160160,0,8270,-151890
2026-08-07,6192,巨路,6000,0,6715,12715
2026-08-07,6196,帆宣,410159,-458000,885,-46956
2026-08-07,6197,佳必琪,-1221000,0,-119054,-1340054
2026-08-07,6201,亞弘電,-10000,0,6000,-4000
2026-08-07,6202,盛群,792858,63000,-2417,853441
2026-08-07,6205,詮欣,-17910,0,14020,-3890
2026-08-07,6206,飛捷,-128510,-23,24387,-104146
2026-08-07,6209,今國光,-1526763,0,-193336,-1720099
2026-08-07,6213,聯茂,5801407,1073000,-268247,6606160
2026-08-07,6214,精誠,468581,870,-3755,465696
2026-08-07,6215,和椿,-443190,0,15103,-428087
2026-08-07,6216,居易,74000,0,688,74688
2026-08-07,6224,聚鼎,-18000,0,2000,-16000
2026-08-07,6226,光鼎,-478370,0,-39871,-518241
2026-08-07,6230,尼得科超眾,4000,0,888,4888
2026-08-07,6235,華孚,110000,0,-2672,107328
2026-08-07,6239,力成,-3782560,1253000,-438362,-2967922
2026-08-07,6243,迅杰,662050,0,354,662404
2026-08-07,6257,矽格,-1894357,-85000,-82218,-2061575
2026-08-07,6269,台郡,3972980,0,307951,4280931
2026-08-07,6271,同欣電,597200,750000,-148788,1198412
2026-08-07,6272,驊陞,-22000,0,-7000,-29000
2026-08-07,6277,宏正,292000,0,-3000,289000
2026-08-07,6278,台表科,403140,0,-19809,383331
2026-08-07,6281,全國電,-6000,0,-2000,-8000
2026-08-07,6282,康舒,-1666023,0,239135,-1426888
2026-08-07,6283,淳安,24000,0,1000,25000
2026-08-07,6285,啟碁,-2335299,-57000,-262678,-2654977
2026-08-07,6405,悅城,-107000,0,39,-106961
2026-08-07,6409,旭隼,-12464,-1863,-2224,-16551
2026-08-07,6412,群電,-59565,11401,-381,-48545
2026-08-07,6414,樺漢,106876,-13000,-43233,50643
2026-08-07,6415,矽力*-KY,620439,-16000,-26964,577475
2026-08-07,6416,瑞祺電通,220000,0,-2415,217585
2026-08-07,6426,統新,259000,0,9955,268955
2026-08-07,6431,光麗-KY,-20000,0,0,-20000
2026-08-07,6438,迅得,53105,0,-639,52466
2026-08-07,6442,光聖,-144710,-115000,-1403,-261113
2026-08-07,6443,元晶,-239000,0,0,-239000
2026-08-07,6446,藥華藥,-268956,11000,3235,-254721
2026-08-07,6449,鈺邦,-96747,0,-9881,-106628
2026-08-07,6451,訊芯-KY,-350780,0,-13078,-363858
2026-08-07,6456,GIS-KY,433286,0,66135,499421
2026-08-07,6464,台數科,-19000,0,1000,-18000
2026-08-07,6472,保瑞,124579,0,25063,149642
2026-08-07,6477,安集,-59336,0,929,-58407
2026-08-07,6491,晶碩,383829,0,-600,383229
2026-08-07,6504,南六,-1000,0,1000,0
2026-08-07,6505,台塑化,-6535221,0,620556,-5914665
2026-08-07,6515,穎崴,-14709,-28000,3116,-39593
2026-08-07,6525,捷敏-KY,144288,-1000,-222,143066
2026-08-07,6526,達發,-17791,27000,780,9989
2026-08-07,6531,愛普*,26348,81000,52299,159647
2026-08-07,6533,晶心科,-398954,-20000,40942,-378012
2026-08-07,6534,正瀚-創,-2000,0,2,-1998
2026-08-07,6541,泰福-KY,98000,0,0,98000
2026-08-07,6550,北極星藥業-KY,24000,0,0,24000
2026-08-07,6552,易華電,-11000,0,-2000,-13000
2026-08-07,6558,興能高,32000,0,0,32000
2026-08-07,6573,虹揚-KY,-34060,0,24000,-10060
2026-08-07,6579,研揚,-88294,0,-17692,-105986
2026-08-07,6581,鋼聯,4000,0,1000,5000
2026-08-07,6582,申豐,27000,0,9000,36000
2026-08-07,6585,鼎基,-143000,0,1034,-141966
2026-08-07,6589,台康生技,206100,0,8000,214100
2026-08-07,6591,動力-KY,-3000,0,661,-2339
2026-08-07,6592,和潤企業,222897,0,10020,232917
